Target;Date;Minutes;Day;Holiday;Temperature;Wind;Cloudiness
205.35;31.12.2018;1380;Mon;Regular;-4.5;0;75
206.9;31.12.2018;1320;Mon;Regular;-4.5;0;75
203.42;31.12.2018;1260;Mon;Regular;-4.5;0;75
205.68;31.12.2018;1200;Mon;Regular;-3.1;0;100
209.77;31.12.2018;1140;Mon;Regular;-3.1;0;100
206.55;31.12.2018;1080;Mon;Regular;-3.1;0;100
210.33;31.12.2018;1020;Mon;Regular;-2.1;0;100
203.68;31.12.2018;960;Mon;Regular;-2.1;0;100
207.53;31.12.2018;900;Mon;Regular;-2.1;0;100
205.12;31.12.2018;840;Mon;Regular;-1.9;0;100
208.06;31.12.2018;780;Mon;Regular;-1.9;0;100
206.63;31.12.2018;720;Mon;Regular;-1.9;0;100
205.47;31.12.2018;660;Mon;Regular;-2.6;0;100
206.63;31.12.2018;600;Mon;Regular;-2.6;0;100
204.48;31.12.2018;540;Mon;Regular;-2.6;0;100
205.48;31.12.2018;480;Mon;Regular;-2.2;1;100
200.72;31.12.2018;420;Mon;Regular;-2.2;1;100
204.27;31.12.2018;360;Mon;Regular;-2.2;1;100
200.96;31.12.2018;300;Mon;Regular;-1.7;1;100
201.67;31.12.2018;240;Mon;Regular;-1.7;1;100
202.04;31.12.2018;180;Mon;Regular;-1.7;1;100
200.47;31.12.2018;120;Mon;Regular;-1.5;1;100
202.23;31.12.2018;60;Mon;Regular;-1.5;1;100
199.9;31.12.2018;0;Mon;Regular;-1.5;1;100
203.05;30.12.2018;1380;Sun;Regular;-1.5;1;100
202.93;30.12.2018;1320;Sun;Regular;-1.5;1;100
207.15;30.12.2018;1260;Sun;Regular;-1.5;1;100
206.04;30.12.2018;1200;Sun;Regular;-1.8;1;100
208.04;30.12.2018;1140;Sun;Regular;-1.8;1;100
207.77;30.12.2018;1080;Sun;Regular;-1.8;1;100
206.58;30.12.2018;1020;Sun;Regular;-2.0;1;100
208.74;30.12.2018;960;Sun;Regular;-2.0;1;100
207.47;30.12.2018;900;Sun;Regular;-2.0;1;100
212.92;30.12.2018;840;Sun;Regular;-3.0;0;100
210.76;30.12.2018;780;Sun;Regular;-3.0;0;100
214.23;30.12.2018;720;Sun;Regular;-3.0;0;100
210.29;30.12.2018;660;Sun;Regular;-3.8;0;100
212.5;30.12.2018;600;Sun;Regular;-3.8;0;100
209.26;30.12.2018;540;Sun;Regular;-3.8;0;100
207.41;30.12.2018;480;Sun;Regular;-4.6;1;100
206.97;30.12.2018;420;Sun;Regular;-4.6;1;100
206.5;30.12.2018;360;Sun;Regular;-4.6;1;100
210.86;30.12.2018;300;Sun;Regular;-5.2;0;100
207.6;30.12.2018;240;Sun;Regular;-5.2;0;100
210.69;30.12.2018;180;Sun;Regular;-5.2;0;100
207.78;30.12.2018;120;Sun;Regular;-5.8;0;100
208.92;30.12.2018;60;Sun;Regular;-5.8;0;100
207.85;30.12.2018;0;Sun;Regular;-5.8;0;100
207.8;29.12.2018;1380;Sat;Regular;-6.4;0;100
214.16;29.12.2018;1320;Sat;Regular;-6.4;0;100
217.59;29.12.2018;1260;Sat;Regular;-6.4;0;100
221.54;29.12.2018;1200;Sat;Regular;-6.6;1;75
223.07;29.12.2018;1140;Sat;Regular;-6.6;1;75
219.97;29.12.2018;1080;Sat;Regular;-6.6;1;75
223.54;29.12.2018;1020;Sat;Regular;-6.8;1;0
230.79;29.12.2018;960;Sat;Regular;-6.8;1;0
237.28;29.12.2018;900;Sat;Regular;-6.8;1;0
246.21;29.12.2018;840;Sat;Regular;-7.9;0;0
259.6;29.12.2018;780;Sat;Regular;-7.9;0;0
267.7;29.12.2018;720;Sat;Regular;-7.9;0;0
272.72;29.12.2018;660;Sat;Regular;-9.2;0;60
276.07;29.12.2018;600;Sat;Regular;-9.2;0;60
269.34;29.12.2018;540;Sat;Regular;-9.2;0;60
257.87;29.12.2018;480;Sat;Regular;-6.6;1;100
240.39;29.12.2018;420;Sat;Regular;-6.6;1;100
230.65;29.12.2018;360;Sat;Regular;-6.6;1;100
215.73;29.12.2018;300;Sat;Regular;-5.1;1;100
217.77;29.12.2018;240;Sat;Regular;-5.1;1;100
216.84;29.12.2018;180;Sat;Regular;-5.1;1;100
215.65;29.12.2018;120;Sat;Regular;-4.8;1;100
217;29.12.2018;60;Sat;Regular;-4.8;1;100
213.15;29.12.2018;0;Sat;Regular;-4.8;1;100
217.22;28.12.2018;1380;Fri;Regular;-4.9;0;100
218.15;28.12.2018;1320;Fri;Regular;-4.9;0;100
227.84;28.12.2018;1260;Fri;Regular;-4.9;0;100
228.39;28.12.2018;1200;Fri;Regular;-5.1;0;100
233.09;28.12.2018;1140;Fri;Regular;-5.1;0;100
236.31;28.12.2018;1080;Fri;Regular;-5.1;0;100
245.68;28.12.2018;1020;Fri;Regular;-5.0;0;100
252.71;28.12.2018;960;Fri;Regular;-5.0;0;100
265.9;28.12.2018;900;Fri;Regular;-5.0;0;100
276.47;28.12.2018;840;Fri;Regular;-5.3;1;100
280.13;28.12.2018;780;Fri;Regular;-5.3;1;100
288.25;28.12.2018;720;Fri;Regular;-5.3;1;100
282.8;28.12.2018;660;Fri;Regular;-7.5;0;100
281.44;28.12.2018;600;Fri;Regular;-7.5;0;100
281.77;28.12.2018;540;Fri;Regular;-7.5;0;100
272.57;28.12.2018;480;Fri;Regular;-7.9;0;100
247.62;28.12.2018;420;Fri;Regular;-7.9;0;100
227.92;28.12.2018;360;Fri;Regular;-7.9;0;100
217.83;28.12.2018;300;Fri;Regular;-8.1;0;100
217.25;28.12.2018;240;Fri;Regular;-8.1;0;100
218.17;28.12.2018;180;Fri;Regular;-8.1;0;100
217.55;28.12.2018;120;Fri;Regular;-8.7;0;100
218.12;28.12.2018;60;Fri;Regular;-8.7;0;100
217.44;28.12.2018;0;Fri;Regular;-8.7;0;100
219.29;27.12.2018;1380;Thu;Regular;-7.9;0;100
224.01;27.12.2018;1320;Thu;Regular;-7.9;0;100
230.4;27.12.2018;1260;Thu;Regular;-7.9;0;100
236.24;27.12.2018;1200;Thu;Regular;-7.5;1;100
240.81;27.12.2018;1140;Thu;Regular;-7.5;1;100
247.53;27.12.2018;1080;Thu;Regular;-7.5;1;100
261.4;27.12.2018;1020;Thu;Regular;-7.3;1;75
273.32;27.12.2018;960;Thu;Regular;-7.3;1;75
275.79;27.12.2018;900;Thu;Regular;-7.3;1;75
279.07;27.12.2018;840;Thu;Regular;-7.3;1;100
282.98;27.12.2018;780;Thu;Regular;-7.3;1;100
283.33;27.12.2018;720;Thu;Regular;-7.3;1;100
290.05;27.12.2018;660;Thu;Regular;-8.8;1;100
286.76;27.12.2018;600;Thu;Regular;-8.8;1;100
285.81;27.12.2018;540;Thu;Regular;-8.8;1;100
267.27;27.12.2018;480;Thu;Regular;-8.9;1;100
247;27.12.2018;420;Thu;Regular;-8.9;1;100
231.65;27.12.2018;360;Thu;Regular;-8.9;1;100
217.71;27.12.2018;300;Thu;Regular;-7.6;1;95
218.53;27.12.2018;240;Thu;Regular;-7.6;1;95
216.83;27.12.2018;180;Thu;Regular;-7.6;1;95
218.07;27.12.2018;120;Thu;Regular;-7.2;1;100
216.57;27.12.2018;60;Thu;Regular;-7.2;1;100
218.15;27.12.2018;0;Thu;Regular;-7.2;1;100
219.43;26.12.2018;1380;Wed;Regular;-7.7;0;75
221.94;26.12.2018;1320;Wed;Regular;-7.7;0;75
228.95;26.12.2018;1260;Wed;Regular;-7.7;0;75
232.02;26.12.2018;1200;Wed;Regular;-6.2;1;100
241.42;26.12.2018;1140;Wed;Regular;-6.2;1;100
244.87;26.12.2018;1080;Wed;Regular;-6.2;1;100
258.86;26.12.2018;1020;Wed;Regular;-5.3;1;100
265.72;26.12.2018;960;Wed;Regular;-5.3;1;100
273.98;26.12.2018;900;Wed;Regular;-5.3;1;100
277.17;26.12.2018;840;Wed;Regular;-5.7;0;100
279.46;26.12.2018;780;Wed;Regular;-5.7;0;100
281.24;26.12.2018;720;Wed;Regular;-5.7;0;100
277.26;26.12.2018;660;Wed;Regular;-7.3;0;100
282.22;26.12.2018;600;Wed;Regular;-7.3;0;100
278.01;26.12.2018;540;Wed;Regular;-7.3;0;100
263.81;26.12.2018;480;Wed;Regular;-7.0;0;100
240.06;26.12.2018;420;Wed;Regular;-7.0;0;100
222.7;26.12.2018;360;Wed;Regular;-7.0;0;100
212.38;26.12.2018;300;Wed;Regular;-7.9;1;100
212.03;26.12.2018;240;Wed;Regular;-7.9;1;100
214.58;26.12.2018;180;Wed;Regular;-7.9;1;100
212.94;26.12.2018;120;Wed;Regular;-8.4;0;100
215.09;26.12.2018;60;Wed;Regular;-8.4;0;100
210.29;26.12.2018;0;Wed;Regular;-8.4;0;100
217.55;25.12.2018;1380;Tue;Regular;-8.6;1;100
217.03;25.12.2018;1320;Tue;Regular;-8.6;1;100
230.04;25.12.2018;1260;Tue;Regular;-8.6;1;100
231.53;25.12.2018;1200;Tue;Regular;-8.5;1;100
237.18;25.12.2018;1140;Tue;Regular;-8.5;1;100
249.37;25.12.2018;1080;Tue;Regular;-8.5;1;100
261.09;25.12.2018;1020;Tue;Regular;-8.6;1;100
271.88;25.12.2018;960;Tue;Regular;-8.6;1;100
271.83;25.12.2018;900;Tue;Regular;-8.6;1;100
282.81;25.12.2018;840;Tue;Regular;-8.7;1;100
286.47;25.12.2018;780;Tue;Regular;-8.7;1;100
291.88;25.12.2018;720;Tue;Regular;-8.7;1;100
285.02;25.12.2018;660;Tue;Regular;-9.1;1;100
291.09;25.12.2018;600;Tue;Regular;-9.1;1;100
282.55;25.12.2018;540;Tue;Regular;-9.1;1;100
269.06;25.12.2018;480;Tue;Regular;-9.2;1;100
245.28;25.12.2018;420;Tue;Regular;-9.2;1;100
228.24;25.12.2018;360;Tue;Regular;-9.2;1;100
218.7;25.12.2018;300;Tue;Regular;-9.1;1;100
215.57;25.12.2018;240;Tue;Regular;-9.1;1;100
215.98;25.12.2018;180;Tue;Regular;-9.1;1;100
213.36;25.12.2018;120;Tue;Regular;-9.0;1;100
213.93;25.12.2018;60;Tue;Regular;-9.0;1;100
213.84;25.12.2018;0;Tue;Regular;-9.0;1;100
212.13;24.12.2018;1380;Mon;Regular;-8.9;1;100
219.27;24.12.2018;1320;Mon;Regular;-8.9;1;100
223.49;24.12.2018;1260;Mon;Regular;-8.9;1;100
235.59;24.12.2018;1200;Mon;Regular;-8.8;2;100
236.38;24.12.2018;1140;Mon;Regular;-8.8;2;100
247.19;24.12.2018;1080;Mon;Regular;-8.8;2;100
261.92;24.12.2018;1020;Mon;Regular;-8.7;2;100
273.15;24.12.2018;960;Mon;Regular;-8.7;2;100
276.08;24.12.2018;900;Mon;Regular;-8.7;2;100
275.65;24.12.2018;840;Mon;Regular;-8.7;1;100
286.41;24.12.2018;780;Mon;Regular;-8.7;1;100
289.68;24.12.2018;720;Mon;Regular;-8.7;1;100
283.26;24.12.2018;660;Mon;Regular;-9.1;1;100
284.65;24.12.2018;600;Mon;Regular;-9.1;1;100
275.2;24.12.2018;540;Mon;Regular;-9.1;1;100
255.7;24.12.2018;480;Mon;Regular;-8.9;1;100
235.1;24.12.2018;420;Mon;Regular;-8.9;1;100
214.49;24.12.2018;360;Mon;Regular;-8.9;1;100
203.84;24.12.2018;300;Mon;Regular;-8.8;1;100
205.49;24.12.2018;240;Mon;Regular;-8.8;1;100
203.29;24.12.2018;180;Mon;Regular;-8.8;1;100
204.34;24.12.2018;120;Mon;Regular;-8.7;1;100
202.2;24.12.2018;60;Mon;Regular;-8.7;1;100
204.85;24.12.2018;0;Mon;Regular;-8.7;1;100
204.39;23.12.2018;1380;Sun;Regular;-8.5;1;100
206.28;23.12.2018;1320;Sun;Regular;-8.5;1;100
210.19;23.12.2018;1260;Sun;Regular;-8.5;1;100
209.48;23.12.2018;1200;Sun;Regular;-7.6;2;100
212.54;23.12.2018;1140;Sun;Regular;-7.6;2;100
208.96;23.12.2018;1080;Sun;Regular;-7.6;2;100
210.94;23.12.2018;1020;Sun;Regular;-7.2;2;100
209.66;23.12.2018;960;Sun;Regular;-7.2;2;100
208.06;23.12.2018;900;Sun;Regular;-7.2;2;100
206.5;23.12.2018;840;Sun;Regular;-7.5;1;100
208.47;23.12.2018;780;Sun;Regular;-7.5;1;100
209.65;23.12.2018;720;Sun;Regular;-7.5;1;100
205.52;23.12.2018;660;Sun;Regular;-7.8;2;100
209.18;23.12.2018;600;Sun;Regular;-7.8;2;100
206.81;23.12.2018;540;Sun;Regular;-7.8;2;100
203.42;23.12.2018;480;Sun;Regular;-7.5;2;100
202.06;23.12.2018;420;Sun;Regular;-7.5;2;100
202.66;23.12.2018;360;Sun;Regular;-7.5;2;100
203.44;23.12.2018;300;Sun;Regular;-7.5;2;100
203.85;23.12.2018;240;Sun;Regular;-7.5;2;100
202.5;23.12.2018;180;Sun;Regular;-7.5;2;100
202.25;23.12.2018;120;Sun;Regular;-7.4;1;100
204.05;23.12.2018;60;Sun;Regular;-7.4;1;100
201.48;23.12.2018;0;Sun;Regular;-7.4;1;100
205.06;22.12.2018;1380;Sat;Regular;-7.1;2;100
202.05;22.12.2018;1320;Sat;Regular;-7.1;2;100
210.78;22.12.2018;1260;Sat;Regular;-7.1;2;100
210.1;22.12.2018;1200;Sat;Regular;-7.0;1;100
211.06;22.12.2018;1140;Sat;Regular;-7.0;1;100
213.23;22.12.2018;1080;Sat;Regular;-7.0;1;100
211.64;22.12.2018;1020;Sat;Regular;-6.5;2;100
213.3;22.12.2018;960;Sat;Regular;-6.5;2;100
210.43;22.12.2018;900;Sat;Regular;-6.5;2;100
212.88;22.12.2018;840;Sat;Regular;-5.7;2;100
210.31;22.12.2018;780;Sat;Regular;-5.7;2;100
214.37;22.12.2018;720;Sat;Regular;-5.7;2;100
211.3;22.12.2018;660;Sat;Regular;-6.0;1;100
211.79;22.12.2018;600;Sat;Regular;-6.0;1;100
211.53;22.12.2018;540;Sat;Regular;-6.0;1;100
204.49;22.12.2018;480;Sat;Regular;-7.4;1;100
205.53;22.12.2018;420;Sat;Regular;-7.4;1;100
202.79;22.12.2018;360;Sat;Regular;-7.4;1;100
207.42;22.12.2018;300;Sat;Regular;-8.1;1;100
205.44;22.12.2018;240;Sat;Regular;-8.1;1;100
208.13;22.12.2018;180;Sat;Regular;-8.1;1;100
206.97;22.12.2018;120;Sat;Regular;-8.5;2;100
206.6;22.12.2018;60;Sat;Regular;-8.5;2;100
207.49;22.12.2018;0;Sat;Regular;-8.5;2;100
206.97;21.12.2018;1380;Fri;Regular;-7.7;2;100
212.35;21.12.2018;1320;Fri;Regular;-7.7;2;100
218.31;21.12.2018;1260;Fri;Regular;-7.7;2;100
221.69;21.12.2018;1200;Fri;Regular;-7.6;2;100
225.06;21.12.2018;1140;Fri;Regular;-7.6;2;100
231.51;21.12.2018;1080;Fri;Regular;-7.6;2;100
238.65;21.12.2018;1020;Fri;Regular;-8.2;2;100
249.8;21.12.2018;960;Fri;Regular;-8.2;2;100
267.77;21.12.2018;900;Fri;Regular;-8.2;2;100
272.06;21.12.2018;840;Fri;Regular;-9.3;1;100
276.29;21.12.2018;780;Fri;Regular;-9.3;1;100
275.93;21.12.2018;720;Fri;Regular;-9.3;1;100
275.48;21.12.2018;660;Fri;Regular;-10.9;1;100
280.6;21.12.2018;600;Fri;Regular;-10.9;1;100
281.54;21.12.2018;540;Fri;Regular;-10.9;1;100
267.55;21.12.2018;480;Fri;Regular;-10.7;1;100
243.19;21.12.2018;420;Fri;Regular;-10.7;1;100
227.99;21.12.2018;360;Fri;Regular;-10.7;1;100
213.19;21.12.2018;300;Fri;Regular;-10.1;1;100
216.18;21.12.2018;240;Fri;Regular;-10.1;1;100
213.01;21.12.2018;180;Fri;Regular;-10.1;1;100
216.24;21.12.2018;120;Fri;Regular;-9.9;0;100
212.7;21.12.2018;60;Fri;Regular;-9.9;0;100
215.85;21.12.2018;0;Fri;Regular;-9.9;0;100
213.42;20.12.2018;1380;Thu;Regular;-9.9;1;100
217.14;20.12.2018;1320;Thu;Regular;-9.9;1;100
228.7;20.12.2018;1260;Thu;Regular;-9.9;1;100
231.73;20.12.2018;1200;Thu;Regular;-10.2;1;100
242.79;20.12.2018;1140;Thu;Regular;-10.2;1;100
245.73;20.12.2018;1080;Thu;Regular;-10.2;1;100
264.88;20.12.2018;1020;Thu;Regular;-10.1;1;100
275.94;20.12.2018;960;Thu;Regular;-10.1;1;100
280.19;20.12.2018;900;Thu;Regular;-10.1;1;100
279.47;20.12.2018;840;Thu;Regular;-10.4;2;
293.86;20.12.2018;780;Thu;Regular;-10.4;2;
276.88;20.12.2018;720;Thu;Regular;-10.4;2;
295.5;20.12.2018;660;Thu;Regular;-10.1;1;
288.67;20.12.2018;600;Thu;Regular;-10.1;1;
278.95;20.12.2018;540;Thu;Regular;-10.1;1;
263.38;20.12.2018;480;Thu;Regular;-8.2;3;
238.12;20.12.2018;420;Thu;Regular;-8.2;3;
221.53;20.12.2018;360;Thu;Regular;-8.2;3;
207.2;20.12.2018;300;Thu;Regular;-6.5;1;
206.31;20.12.2018;240;Thu;Regular;-6.5;1;
208.1;20.12.2018;180;Thu;Regular;-6.5;1;
206.26;20.12.2018;120;Thu;Regular;-6.4;1;100
208.58;20.12.2018;60;Thu;Regular;-6.4;1;100
207.18;20.12.2018;0;Thu;Regular;-6.4;1;100
210.92;19.12.2018;1380;Wed;Regular;-6.8;1;100
210.96;19.12.2018;1320;Wed;Regular;-6.8;1;100
221.47;19.12.2018;1260;Wed;Regular;-6.8;1;100
230.12;19.12.2018;1200;Wed;Regular;-6.9;1;100
236.26;19.12.2018;1140;Wed;Regular;-6.9;1;100
243.9;19.12.2018;1080;Wed;Regular;-6.9;1;100
252.58;19.12.2018;1020;Wed;Regular;-6.3;1;100
267.57;19.12.2018;960;Wed;Regular;-6.3;1;100
271.58;19.12.2018;900;Wed;Regular;-6.3;1;100
276.01;19.12.2018;840;Wed;Regular;-7.0;1;95
280.44;19.12.2018;780;Wed;Regular;-7.0;1;95
282.49;19.12.2018;720;Wed;Regular;-7.0;1;95
282.94;19.12.2018;660;Wed;Regular;-8.6;0;100
289.33;19.12.2018;600;Wed;Regular;-8.6;0;100
279.06;19.12.2018;540;Wed;Regular;-8.6;0;100
264.96;19.12.2018;480;Wed;Regular;-9.5;0;100
242.65;19.12.2018;420;Wed;Regular;-9.5;0;100
223.16;19.12.2018;360;Wed;Regular;-9.5;0;100
213.76;19.12.2018;300;Wed;Regular;-9.5;0;100
212.51;19.12.2018;240;Wed;Regular;-9.5;0;100
211.86;19.12.2018;180;Wed;Regular;-9.5;0;100
211.16;19.12.2018;120;Wed;Regular;-10.1;1;100
213.54;19.12.2018;60;Wed;Regular;-10.1;1;100
212;19.12.2018;0;Wed;Regular;-10.1;1;100
211.96;18.12.2018;1380;Tue;Regular;-10.6;1;95
217.58;18.12.2018;1320;Tue;Regular;-10.6;1;95
230.42;18.12.2018;1260;Tue;Regular;-10.6;1;95
239.95;18.12.2018;1200;Tue;Regular;-11.0;1;95
246.1;18.12.2018;1140;Tue;Regular;-11.0;1;95
258.04;18.12.2018;1080;Tue;Regular;-11.0;1;95
268.77;18.12.2018;1020;Tue;Regular;-11.7;1;100
275.1;18.12.2018;960;Tue;Regular;-11.7;1;100
281.12;18.12.2018;900;Tue;Regular;-11.7;1;100
289.05;18.12.2018;840;Tue;Regular;-11.3;1;75
297.46;18.12.2018;780;Tue;Regular;-11.3;1;75
300.15;18.12.2018;720;Tue;Regular;-11.3;1;75
298.33;18.12.2018;660;Tue;Regular;-13.3;0;100
299.23;18.12.2018;600;Tue;Regular;-13.3;0;100
298.49;18.12.2018;540;Tue;Regular;-13.3;0;100
276.67;18.12.2018;480;Tue;Regular;-13.6;1;100
252.02;18.12.2018;420;Tue;Regular;-13.6;1;100
230.41;18.12.2018;360;Tue;Regular;-13.6;1;100
217.65;18.12.2018;300;Tue;Regular;-12.9;1;100
217.48;18.12.2018;240;Tue;Regular;-12.9;1;100
218.47;18.12.2018;180;Tue;Regular;-12.9;1;100
217.12;18.12.2018;120;Tue;Regular;-11.7;1;100
216.45;18.12.2018;60;Tue;Regular;-11.7;1;100
219.32;18.12.2018;0;Tue;Regular;-11.7;1;100
217.77;17.12.2018;1380;Mon;Regular;-11.8;1;100
220.38;17.12.2018;1320;Mon;Regular;-11.8;1;100
231.98;17.12.2018;1260;Mon;Regular;-11.8;1;100
241.32;17.12.2018;1200;Mon;Regular;-11.9;1;100
249.23;17.12.2018;1140;Mon;Regular;-11.9;1;100
251.94;17.12.2018;1080;Mon;Regular;-11.9;1;100
275.8;17.12.2018;1020;Mon;Regular;-11.0;1;95
289.66;17.12.2018;960;Mon;Regular;-11.0;1;95
291.74;17.12.2018;900;Mon;Regular;-11.0;1;95
289.28;17.12.2018;840;Mon;Regular;-13.0;2;0
298.48;17.12.2018;780;Mon;Regular;-13.0;2;0
304.56;17.12.2018;720;Mon;Regular;-13.0;2;0
302.41;17.12.2018;660;Mon;Regular;-15.4;0;0
297.97;17.12.2018;600;Mon;Regular;-15.4;0;0
294.74;17.12.2018;540;Mon;Regular;-15.4;0;0
280.99;17.12.2018;480;Mon;Regular;-15.8;0;0
250.45;17.12.2018;420;Mon;Regular;-15.8;0;0
230.23;17.12.2018;360;Mon;Regular;-15.8;0;0
217.79;17.12.2018;300;Mon;Regular;-14.8;0;0
220.17;17.12.2018;240;Mon;Regular;-14.8;0;0
218.07;17.12.2018;180;Mon;Regular;-14.8;0;0
221.71;17.12.2018;120;Mon;Regular;-14.7;0;0
216.05;17.12.2018;60;Mon;Regular;-14.7;0;0
218.05;17.12.2018;0;Mon;Regular;-14.7;0;0
218.06;16.12.2018;1380;Sun;Regular;-14.0;0;0
215.52;16.12.2018;1320;Sun;Regular;-14.0;0;0
222.23;16.12.2018;1260;Sun;Regular;-14.0;0;0
219.25;16.12.2018;1200;Sun;Regular;-12.3;0;0
223.25;16.12.2018;1140;Sun;Regular;-12.3;0;0
221.86;16.12.2018;1080;Sun;Regular;-12.3;0;0
221.3;16.12.2018;1020;Sun;Regular;-10.0;0;0
227.8;16.12.2018;960;Sun;Regular;-10.0;0;0
225.4;16.12.2018;900;Sun;Regular;-10.0;0;0
223.55;16.12.2018;840;Sun;Regular;-10.9;1;0
220;16.12.2018;780;Sun;Regular;-10.9;1;0
222.52;16.12.2018;720;Sun;Regular;-10.9;1;0
220.9;16.12.2018;660;Sun;Regular;-13.5;1;100
223.7;16.12.2018;600;Sun;Regular;-13.5;1;100
222.92;16.12.2018;540;Sun;Regular;-13.5;1;100
223.52;16.12.2018;480;Sun;Regular;-12.2;1;75
220.61;16.12.2018;420;Sun;Regular;-12.2;1;75
219.82;16.12.2018;360;Sun;Regular;-12.2;1;75
219.81;16.12.2018;300;Sun;Regular;-11.1;1;100
218.68;16.12.2018;240;Sun;Regular;-11.1;1;100
219.46;16.12.2018;180;Sun;Regular;-11.1;1;100
217.44;16.12.2018;120;Sun;Regular;-9.9;2;100
218.93;16.12.2018;60;Sun;Regular;-9.9;2;100
215.95;16.12.2018;0;Sun;Regular;-9.9;2;100
218.79;15.12.2018;1380;Sat;Regular;-8.2;1;100
216.41;15.12.2018;1320;Sat;Regular;-8.2;1;100
219.48;15.12.2018;1260;Sat;Regular;-8.2;1;100
223;15.12.2018;1200;Sat;Regular;-6.2;2;100
220.52;15.12.2018;1140;Sat;Regular;-6.2;2;100
223.08;15.12.2018;1080;Sat;Regular;-6.2;2;100
219.22;15.12.2018;1020;Sat;Regular;-4.9;2;100
221.72;15.12.2018;960;Sat;Regular;-4.9;2;100
219.9;15.12.2018;900;Sat;Regular;-4.9;2;100
219.73;15.12.2018;840;Sat;Regular;-3.8;3;100
220.25;15.12.2018;780;Sat;Regular;-3.8;3;100
219.63;15.12.2018;720;Sat;Regular;-3.8;3;100
220.48;15.12.2018;660;Sat;Regular;-3.5;1;100
219.59;15.12.2018;600;Sat;Regular;-3.5;1;100
221.88;15.12.2018;540;Sat;Regular;-3.5;1;100
216.32;15.12.2018;480;Sat;Regular;-3.2;2;100
216.08;15.12.2018;420;Sat;Regular;-3.2;2;100
216.03;15.12.2018;360;Sat;Regular;-3.2;2;100
216.68;15.12.2018;300;Sat;Regular;-2.9;2;100
214.99;15.12.2018;240;Sat;Regular;-2.9;2;100
216.35;15.12.2018;180;Sat;Regular;-2.9;2;100
216.84;15.12.2018;120;Sat;Regular;-2.5;2;100
214.15;15.12.2018;60;Sat;Regular;-2.5;2;100
218.05;15.12.2018;0;Sat;Regular;-2.5;2;100
217.18;14.12.2018;1380;Fri;Regular;-2.1;2;100
222.57;14.12.2018;1320;Fri;Regular;-2.1;2;100
225.32;14.12.2018;1260;Fri;Regular;-2.1;2;100
233.93;14.12.2018;1200;Fri;Regular;-1.8;1;100
237.12;14.12.2018;1140;Fri;Regular;-1.8;1;100
243.49;14.12.2018;1080;Fri;Regular;-1.8;1;100
247.51;14.12.2018;1020;Fri;Regular;-1.7;1;100
257.86;14.12.2018;960;Fri;Regular;-1.7;1;100
278.5;14.12.2018;900;Fri;Regular;-1.7;1;100
282.02;14.12.2018;840;Fri;Regular;-1.9;2;100
286.97;14.12.2018;780;Fri;Regular;-1.9;2;100
285.69;14.12.2018;720;Fri;Regular;-1.9;2;100
283.85;14.12.2018;660;Fri;Regular;-2.0;1;100
287.76;14.12.2018;600;Fri;Regular;-2.0;1;100
289.06;14.12.2018;540;Fri;Regular;-2.0;1;100
267.65;14.12.2018;480;Fri;Regular;-2.1;1;100
242.38;14.12.2018;420;Fri;Regular;-2.1;1;100
227.93;14.12.2018;360;Fri;Regular;-2.1;1;100
214.43;14.12.2018;300;Fri;Regular;-2.2;1;100
216.72;14.12.2018;240;Fri;Regular;-2.2;1;100
214.84;14.12.2018;180;Fri;Regular;-2.2;1;100
217.92;14.12.2018;120;Fri;Regular;-2.0;1;100
215.72;14.12.2018;60;Fri;Regular;-2.0;1;100
213.41;14.12.2018;0;Fri;Regular;-2.0;1;100
217.9;13.12.2018;1380;Thu;Regular;-1.8;1;100
217.35;13.12.2018;1320;Thu;Regular;-1.8;1;100
232.05;13.12.2018;1260;Thu;Regular;-1.8;1;100
232.96;13.12.2018;1200;Thu;Regular;-1.1;1;100
242.11;13.12.2018;1140;Thu;Regular;-1.1;1;100
247.49;13.12.2018;1080;Thu;Regular;-1.1;1;100
265.59;13.12.2018;1020;Thu;Regular;-0.8;1;100
274.2;13.12.2018;960;Thu;Regular;-0.8;1;100
275.94;13.12.2018;900;Thu;Regular;-0.8;1;100
283.85;13.12.2018;840;Thu;Regular;-0.3;1;100
282.05;13.12.2018;780;Thu;Regular;-0.3;1;100
286.99;13.12.2018;720;Thu;Regular;-0.3;1;100
278.33;13.12.2018;660;Thu;Regular;-0.5;2;100
283.34;13.12.2018;600;Thu;Regular;-0.5;2;100
284.13;13.12.2018;540;Thu;Regular;-0.5;2;100
263.19;13.12.2018;480;Thu;Regular;-0.2;2;100
241.82;13.12.2018;420;Thu;Regular;-0.2;2;100
228.71;13.12.2018;360;Thu;Regular;-0.2;2;100
212.97;13.12.2018;300;Thu;Regular;-0.3;3;100
214.42;13.12.2018;240;Thu;Regular;-0.3;3;100
215.81;13.12.2018;180;Thu;Regular;-0.3;3;100
213.86;13.12.2018;120;Thu;Regular;0.0;3;100
215.99;13.12.2018;60;Thu;Regular;0.0;3;100
216.23;13.12.2018;0;Thu;Regular;0.0;3;100
215.87;12.12.2018;1380;Wed;Regular;0.1;2;100
218.57;12.12.2018;1320;Wed;Regular;0.1;2;100
224.77;12.12.2018;1260;Wed;Regular;0.1;2;100
234.92;12.12.2018;1200;Wed;Regular;0.6;2;100
237.59;12.12.2018;1140;Wed;Regular;0.6;2;100
